UNG	"carbetocin,0.95979"	"glibenclamide,0.95756"	"NF-449,0.94434"	"PD-158780,0.94188"	"ARG-CSC-91,0.94019"	"alda-1,0.93482"	"7-nitroindazole,0.93206"	"RS-I-002-6,0.91642"	"ivachtin,0.91352"	"BRD-K56196992,0.90973"	"oligomycin-a,0.9073"	"curcumin,0.9073"	"JTE-907,0.90582"	"CI-976,0.90531"	"IRL-2500,0.9025"	"PD-98059,0.90077"	"CHEMBL-1222381,0.89955"	"BRD-A09984573,0.89755"	"BRD-K76236182,0.89405"	"ASN-05257430,0.89339"
ALDH7A1	"emetine,0.97283"	"MD-049,0.96751"	"CCCP,0.96733"	"cephaeline,0.96695"	"cycloheximide,0.9661"	"cycloheximide,0.9638"	"BNTX,0.96059"	"homoharringtonine,0.95989"	"verrucarin-a,0.95925"	"anisomycin,0.9578"	"phorbol-12-myristate-13-acetate,0.95167"	"narciclasine,0.94757"	"emetine,0.94348"	"emetine,0.9419"	"ST-4029573,0.94184"	"manumycin-a,0.93989"	"BRD-K44366801,0.93933"	"bithionol,0.93799"	"SSR-69071,0.93723"	"BRD-K18163752,0.93676"
ALDH9A1	"oxetane,0.99548"	"avicin-g,0.97621"	"BRD-K61001510,0.9642"	"verapamil,0.95671"	"etodolac,0.95331"	"staurosporine,0.95159"	"thiotepa,0.94322"	"KUC111774N,0.94009"	"YL-61,0.93886"	"clonidine,0.93528"	"lupanine,0.9294"	"cymarin,0.92864"	"BRD-K26304855,0.92081"	"dactinomycin,0.91899"	"BRD-K29003210,0.91741"	"fludarabine,0.91723"	"BRD-K83670234,0.91701"	"VU-0418933-1,0.91623"	"FCCP,0.91519"	"staurosporine,0.91487"
ALDOC	"COT-10b,0.988"	"BRD-K80786583,0.97406"	"auranofin,0.96002"	"BRD-K62459624,0.95899"	"K784-3188,0.95424"	"aminopurvalanol-a,0.94624"	"BRD-K71935468,0.94418"	"HG-5-113-01,0.94314"	"SCH-79797,0.94305"	"BRD-K56411643,0.94223"	"BMS-754807,0.93571"	"AKT-inhibitor-IV,0.93426"	"MD-II-008-P,0.93142"	"purvalanol-a,0.93111"	"pitavastatin,0.92954"	"amsacrine,0.92506"	"LDN-193189,0.9202"	"BRD-U86222656,0.91981"	"BRD-A36275421,0.91864"	"HG-6-64-01,0.91754"
ALG5	"BRD-K48803730,0.9357"	"KUC111774N,0.93337"	"BRD-K19181733,0.92499"	"BRD-K67090983,0.91379"	"palbociclib,0.89981"	"BRD-K16358524,0.89448"	"AZD-7762,0.88767"	"doxorubicin,0.88697"	"midostaurin,0.88666"	"KB-R7943,0.88292"	"propantheline,0.88257"	"estriol,0.88054"	"BRD-K55116708,0.88053"	"wortmannin,0.88039"	"PP-110,0.87828"	"BRD-K43226598,0.87788"	"WZ-4-145,0.8778"	"AT-7519,0.87721"	"avicin-d,0.87303"	"lylamine,0.87157"
ALG9	"triptolide,0.96892"	"nifedipine,0.96793"	"alvocidib,0.96325"	"daunorubicin,0.95917"	"BRD-K83670234,0.95883"	"BRD-K78716413,0.95695"	"triptolide,0.95316"	"PD-98059,0.95234"	"AT-7519,0.95205"	"chromomycin-a3,0.94629"	"5-iodotubercidin,0.943"	"A-443644,0.93923"	"pirarubicin,0.93557"	"doxorubicin,0.93286"	"staurosporine,0.93136"	"FK-866,0.92811"	"RHO-kinase-inhibitor-III[rockout],0.92681"	"AS-605240,0.92675"	"SB-218078,0.92583"	"fludarabine,0.92547"
ALK	"emetine,0.97053"	"MLN-4924,0.94333"	"homoharringtonine,0.93045"	"4-hydroxy-2-nonenal,0.92448"	"K784-3188,0.92397"	"parthenolide,0.91903"	"LY-2183240,0.91051"	"homoharringtonine,0.90757"	"ABT-751,0.90756"	"RS-I-002-6,0.90572"	"BRD-K06765193,0.90488"	"MLN-2238,0.90166"	"ST-4029573,0.89749"	"BRD-K88198340,0.8947"	"BRD-K82732294,0.89432"	"emetine,0.89213"	"GSK-461364,0.89148"	"PX-12,0.89065"	"CD-437,0.89032"	"cephaeline,0.8876"
ALMS1	"oxetane,0.96902"	"GR-127935,0.96716"	"amsacrine,0.9616"	"tetrindole,0.9608"	"SB-431542,0.95492"	"etoposide,0.95481"	"doxorubicin,0.95056"	"simvastatin,0.94479"	"mocetinostat,0.94027"	"pitavastatin,0.93967"	"BX-795,0.93721"	"everolimus,0.9372"	"BRD-K08307026,0.93695"	"D-4476,0.93692"	"cytochalasin-b,0.93506"	"idarubicin,0.93282"	"avicin-g,0.92978"	"teniposide,0.92838"	"BRD-K62459624,0.92271"	"JLK-6,0.92181"
ALX1	"AMG-9810,0.96138"	"NPI-2358,0.95886"	"prednisolone,0.94381"	"VX-702,0.94358"	"resveratrol,0.94157"	"oxetane,0.93601"	"pifithrin-mu,0.93554"	"tyrphostin-A9,0.932"	"BRD-K48950795,0.93166"	"BRD-K78385490,0.93151"	"BRD-A81530502,0.92797"	"CYT-997,0.92703"	"vinorelbine,0.92311"	"withaferin-a,0.92282"	"pifithrin-alpha,0.92242"	"BRD-K35638681,0.91444"	"paclitaxel,0.91318"	"BRD-K61717269,0.91273"	"PNU-74654,0.91233"	"STK-397047,0.91152"
AMBP	"BRD-K13277629,0.93632"	"U-0126,0.91984"	"HG-6-64-01,0.91963"	"PD-98059,0.90726"	"10-DEBC,0.89715"	"BRD-K18163752,0.88418"	"maackiain,0.88041"	"BRD-K23149109,0.88019"	"triciribine,0.87945"	"BRD-K39187410,0.87347"	"erythrosine,0.87322"	"AS-605240,0.87193"	"metergoline,0.87116"	"wortmannin,0.87087"	"mitomycin-c,0.86645"	"emetine,0.86238"	"AMG-9810,0.86044"	"AS-601245,0.85614"	"SU-11274,0.84797"	"PD-198306,0.84645"
AMD1	"fludarabine,0.97592"	"daunorubicin,0.96648"	"MD-II-051,0.96471"	"idarubicin,0.96249"	"BI-78D3,0.95832"	"RS-I-002-6,0.94734"	"ST-4029573,0.94469"	"BRD-K58347372,0.93524"	"staurosporine,0.92657"	"JNJ-7706621,0.92622"	"BRD-K83670234,0.92185"	"dasatinib,0.91549"	"canertinib,0.91547"	"mocetinostat,0.91399"	"lestaurtinib,0.912"	"5-iodotubercidin,0.91122"	"BRD-K55896799,0.91082"	"doxorubicin,0.90922"	"dactinomycin,0.90763"	"MD-II-008-P,0.90749"
AMDHD2	"WT-171,0.94949"	"PAC-1,0.94873"	"simvastatin,0.94296"	"palbociclib,0.94071"	"BRD-K73610817,0.9396"	"BRD-K95196255,0.9321"	"BRD-K76938712,0.93139"	"BRD-K97534490,0.9301"	"BRD-K52321331,0.92665"	"BRD-K58479490,0.9257"	"BRD-K61717269,0.92438"	"TW-37,0.92152"	"NCH-51,0.91853"	"BRD-K81795824,0.91494"	"aminopurvalanol-a,0.9149"	"SA-792987,0.9117"	"BRD-K92317137,0.91078"	"trichostatin-a,0.90985"	"BRD-K21064560,0.90952"	"dacinostat,0.90945"
AMIGO3	"oxetane,0.99078"	"BRD-U86222656,0.97883"	"BRD-K24156250,0.97327"	"BRD-A68065211,0.97318"	"BRD-A18725729,0.97148"	"FIT,0.96477"	"BRD-A18411371,0.95875"	"BRD-A37735495,0.95867"	"lylamine,0.95838"	"avicin-g,0.95285"	"RS-17053,0.94817"	"avicin-d,0.94732"	"BRD-K62459624,0.94719"	"K784-3188,0.94564"	"BRD-K60870698,0.94396"	"rhodomyrtoxin-b,0.94089"	"EMF-sumo1-39,0.93649"	"K784-3187,0.93308"	"staurosporine,0.93198"	"BRD-K85818861,0.9291"
AMPD2	"BRD-K61053657,0.97757"	"curcumin,0.96129"	"inhibitor-BEC,0.95798"	"prostaglandin-a1,0.95602"	"rilmenidine,0.95507"	"AICA-ribonucleotide,0.94743"	"MD-II-008-P,0.94575"	"LFM-A13,0.94527"	"androstanol,0.94451"	"erythrosine,0.94235"	"belinostat,0.93748"	"verapamil,0.9366"	"enzalutamide,0.93654"	"BRD-K07877311,0.93567"	"mirin,0.92085"	"IKK-inhibitor-X,0.91883"	"alda-1,0.91594"	"ARG-CSC-91,0.91439"	"AMG-9810,0.91305"	"oligomycin-a,0.91303"
AMT	"wortmannin,0.97183"	"AZ-628,0.95589"	"danusertib,0.94449"	"RS-I-002-6,0.94404"	"mirin,0.94317"	"erythrosine,0.9349"	"triciribine,0.93477"	"BIBU-1361,0.9339"	"ellipticine,0.92461"	"BRD-K06765193,0.9246"	"BRD-K19181733,0.92291"	"BRD-K62459624,0.92198"	"7b-cis,0.91757"	"XMD-1185H,0.91397"	"JLK-6,0.9139"	"withaferin-a,0.90965"	"BRD-K58479490,0.90743"	"BRD-K70161581,0.90351"	"amsacrine,0.90296"	"berbamine,0.89976"
ANAPC5	"ALW-II-49-7,0.96049"	"BRD-K40300908,0.93821"	"BRD-K80786583,0.92635"	"BRD-K64304398,0.9189"	"K3644,0.91787"	"T-0070907,0.9178"	"BRD-K13559922,0.91038"	"BRD-K59460069,0.90512"	"ivachtin,0.90487"	"methysergide,0.90271"	"serdemetan,0.90266"	"CVF-SUMO-13,0.90241"	"curcumin,0.90008"	"clonidine,0.89638"	"HA-1004,0.8962"	"lonidamine,0.89163"	"medroxyprogesterone,0.8898"	"ST-014075,0.88916"	"glibenclamide,0.88863"	"resveratrol,0.88707"
ANGPT1	"saracatinib,0.95606"	"BRD-K29003210,0.91569"	"BRD-K22215695,0.90983"	"avicin-g,0.90935"	"BRD-K07877311,0.90845"	"RS-I-002-6,0.90681"	"BRD-A36275421,0.90449"	"PSB-06126,0.90258"	"avrainvillamide-analog-4,0.89537"	"IKK-inhibitor-X,0.89483"	"hinokitiol,0.89254"	"BRD-K19181733,0.89216"	"K784-3188,0.8919"	"BRD-U86222656,0.89064"	"terfenadine,0.89028"	"dasatinib,0.88966"	"BRD-A43155244,0.88874"	"BRD-A06276885,0.88194"	"clopidogrel,0.88162"	"BRD-K62459624,0.88076"
ANKRD10	"selumetinib,0.95314"	"KM-00927,0.90338"	"methylene-blue,0.89108"	"MK-1775,0.89023"	"AS-605240,0.88713"	"cytochalasin-b,0.88395"	"wortmannin,0.87722"	"CD-437,0.86163"	"BMS-536924,0.86026"	"SN-38,0.85616"	"tubastatin-a,0.856"	"PD-198306,0.85418"	"TG-101348,0.8449"	"BRD-K58479490,0.84159"	"tivozanib,0.83341"	"idarubicin,0.83235"	"scriptaid,0.82537"	"merck-ketone,0.82521"	"BRD-K92317137,0.81935"	"trichostatin-a,0.81721"
ANKRD37	"hydrocortisone,0.94043"	"glibenclamide,0.93512"	"BRD-K61001510,0.92553"	"CYT-997,0.92178"	"genipin,0.91876"	"GW-501516,0.91804"	"RLM-2-12,0.91796"	"BRD-K37650321,0.91759"	"ofloxacin,0.91662"	"IKK-inhibitor-X,0.91538"	"carbetocin,0.91401"	"ergometrine,0.91331"	"triacsin-c,0.90718"	"MW-A1-14,0.90387"	"BRD-K07877311,0.90201"	"BRD-K30064966,0.90156"	"lavendustin-a,0.90139"	"YK-4279,0.89303"	"BRD-K32949592,0.89275"	"GW-843682X,0.89248"
ANKRD49	"CD-1530,0.94568"	"TL-HRAS-24,0.94537"	"COT-10b,0.93567"	"BRD-K62459624,0.93107"	"AT-7519,0.92809"	"amsacrine,0.92458"	"BRD-K44366801,0.92185"	"TW-37,0.91966"	"BRD-K68313733,0.91804"	"BRD-A18725729,0.90831"	"K784-3188,0.90344"	"BRD-K19166598,0.89504"	"BRD-A37735495,0.89141"	"BRD-K78385490,0.89136"	"BRD-K58479490,0.88749"	"wortmannin,0.88325"	"BRD-K56411643,0.877"	"SCH-79797,0.8717"	"ellipticine,0.87113"	"pitavastatin,0.8631"
ANKRD55	"RS-I-002-6,0.97717"	"BRD-A37735495,0.952"	"homoharringtonine,0.95042"	"BRD-K05331696,0.94265"	"JLK-6,0.94095"	"BRD-K06765193,0.94062"	"KUC111774N,0.94028"	"MD-II-008-P,0.93991"	"amsacrine,0.93686"	"MLN-2238,0.92973"	"CT-200783,0.92747"	"apigenin,0.92647"	"K784-3188,0.92485"	"BRD-K66037923,0.92366"	"BRD-K61001510,0.92366"	"MD-II-051,0.92358"	"homoharringtonine,0.92273"	"BRD-K77547920,0.92079"	"BRD-K28366633,0.92066"	"ouabain,0.91333"
ANKZF1	"AS-605240,0.97414"	"ERK-inhibitor-11E,0.97322"	"selumetinib,0.96284"	"fluphenazine,0.95199"	"PD-198306,0.94723"	"PP-110,0.92622"	"MK-2206,0.92553"	"PD-0325901,0.92214"	"PLX-4720,0.91861"	"PD-98059,0.91733"	"TGX-115,0.90659"	"PD-102807,0.90151"	"CP-724714,0.89948"	"BRD-K76236182,0.89445"	"temsirolimus,0.89075"	"RS-23597-190,0.88334"	"linsitinib,0.88304"	"MEK1-2-inhibitor,0.88282"	"lenalidomide,0.8793"	"U-0126,0.87795"
ANO1	"LFM-A13,0.96846"	"sirolimus,0.96092"	"strophanthidin,0.94234"	"bisacodyl,0.94101"	"BW-B70C,0.93628"	"PIK-90,0.91833"	"ouabain,0.91634"	"atorvastatin,0.91356"	"CGP-60474,0.91282"	"STO-609,0.91137"	"sirolimus,0.90827"	"NCH-51,0.90505"	"proscillaridin,0.90503"	"AZ-628,0.90386"	"BRD-K19166598,0.9026"	"AS-605240,0.90172"	"PD-158780,0.90004"	"HG-5-88-01,0.89729"	"PP-110,0.89452"	"BRD-K45205755,0.89376"
ANP32E	"cytochalasin-d,0.96281"	"BRD-A26595446,0.95648"	"fluoropyruvate,0.94984"	"AR-C133057XX,0.94323"	"calpeptin,0.92729"	"linopirdine,0.92458"	"atorvastatin,0.92222"	"BRD-K40758391,0.92017"	"fluphenazine,0.91947"	"BRD-K42644990,0.91934"	"AS-605240,0.91547"	"KU-C103871,0.91525"	"AC-55649,0.91276"	"BRD-A09984573,0.9113"	"BRD-K92980438,0.91065"	"sunitinib,0.90927"	"triamterene,0.90814"	"ispinesib,0.90717"	"CP-724714,0.9009"	"alda-1,0.89672"
ANPEP	"staurosporine,0.97551"	"BRD-A43155244,0.97134"	"oxetane,0.96564"	"alvocidib,0.96188"	"STK-397047,0.94841"	"PF-562271,0.94479"	"avicin-g,0.94287"	"5-iodotubercidin,0.93333"	"wortmannin,0.92426"	"BRD-K83620635,0.92413"	"BRD-K62459624,0.92278"	"KUC111774N,0.92194"	"torin-2,0.91887"	"YM-155,0.91811"	"SU-11652,0.91795"	"JNJ-7706621,0.91707"	"everolimus,0.91164"	"AS-601245,0.90887"	"mevastatin,0.90755"	"JNK-9L,0.90294"
ANXA2	"camptothecin,0.98316"	"oxetane,0.95965"	"alvocidib,0.93931"	"alvespimycin,0.93784"	"PD-0325901,0.93492"	"aloisine,0.93474"	"pitavastatin,0.93424"	"avicin-g,0.93412"	"ellipticine,0.92998"	"BRD-K03829970,0.92703"	"BRD-K38625260,0.91631"	"amsacrine,0.91547"	"SN-38,0.9135"	"HG-5-113-01,0.91201"	"wortmannin,0.90732"	"BRD-K00313977,0.90598"	"reversine,0.90443"	"mitoxantrone,0.90235"	"BRD-K19724398,0.90042"	"BRD-K18726304,0.89766"
ANXA3	"M2-PK-activator,0.97843"	"retinol,0.97735"	"BRD-K40300908,0.95966"	"BRD-K41668190,0.95958"	"BRD-K15107389,0.95748"	"glibenclamide,0.95593"	"oligomycin-a,0.95386"	"lonidamine,0.95218"	"erastin,0.9516"	"rolipram,0.9407"	"lithocholic-acid,0.94064"	"FK-866,0.93732"	"fluoropyruvate,0.93575"	"nifedipine,0.93277"	"LFM-A13,0.92956"	"alda-1,0.92946"	"BRD-K00954209,0.92776"	"SJ-172550,0.92487"	"verapamil,0.92461"	"prostaglandin-a1,0.92349"
ANXA5	"vinblastine,0.98592"	"cytochalasin-d,0.96747"	"CVF-SUMO-7,0.96372"	"mebendazole,0.96325"	"doxorubicin,0.95471"	"camptothecin,0.95222"	"chromomycin-a3,0.95135"	"BRD-K79222491,0.95047"	"BRD-A49848186,0.94945"	"LY-2183240,0.94899"	"dorsomorphin,0.94707"	"midostaurin,0.94393"	"KF-38789,0.943"	"cucurbitacin-i,0.94217"	"SN-38,0.94057"	"CHEMBL-1222381,0.94021"	"teniposide,0.93874"	"vincristine,0.93842"	"BRD-A18411371,0.93633"	"BRD-K08307026,0.93536"
ANXA7	"SID-26681509,0.9819"	"lylamine,0.97717"	"digoxin,0.97704"	"RS-I-002-6,0.97527"	"ST-4029573,0.97248"	"ouabain,0.97204"	"periplocymarin,0.9716"	"ingenol,0.97158"	"digitoxin,0.96921"	"phorbol-12-myristate-13-acetate,0.96844"	"CT-200783,0.96408"	"malonoben,0.96274"	"BRD-K92317137,0.96195"	"selamectin,0.96124"	"BNTX,0.96055"	"digoxin,0.95573"	"ouabain,0.95527"	"BRD-A37735495,0.95102"	"K784-3188,0.95001"	"digitoxigenin,0.94637"
AOC3	"oxetane,0.99051"	"BRD-K26304855,0.9727"	"5-iodotubercidin,0.96977"	"FCCP,0.96775"	"STK-249718,0.96533"	"avicin-g,0.96447"	"KUC111774N,0.96198"	"MD-II-008-P,0.96011"	"VU-0418946-1,0.95767"	"cercosporin,0.95336"	"amsacrine,0.95223"	"BRD-K28366633,0.95028"	"BRD-K60870698,0.94996"	"NSC-663284,0.94993"	"SA-25547,0.94953"	"curcumin,0.94711"	"STK-397047,0.94647"	"salermide,0.94559"	"CD-437,0.94409"	"BRD-A37735495,0.94266"
AP1B1	"camptothecin,0.89781"	"imiquimod,0.84658"	"loperamide,0.84012"	"BRD-K59019422,0.82147"	"VAMA-37,0.82034"	"SN-38,0.80017"	"nifedipine,0.79541"	"ellipticine,0.792"	"pifithrin-alpha,0.7907"	"BRD-K71726959,0.78362"	"BRD-K04779531,0.77534"	"T-5345967,0.77493"	"BRD-K45114207,0.77134"	"estriol,0.76605"	"MW-STK33-2B,0.76238"	"indirubin,0.74887"	"MK-2206,0.7429"	"CHEMBL-1222381,0.74045"	"bisindolylmaleimide,0.73229"	"forskolin,0.72361"
AP2A1	"brefeldin-a,0.96228"	"BRD-K61001510,0.95755"	"BRD-K82837433,0.95217"	"VU-0418933-1,0.94428"	"BRD-K08307026,0.9398"	"BRD-K07877311,0.93659"	"BRD-K81795824,0.93387"	"dephostatin,0.93313"	"SSR-69071,0.92133"	"gemfibrozil,0.92014"	"cyclopiazonic-acid,0.91719"	"BRD-K61717269,0.91397"	"clofarabine,0.91078"	"zileuton,0.90952"	"TW-37,0.90873"	"pramipexole,0.90843"	"STK-721917,0.90194"	"alvespimycin,0.90169"	"AM-580,0.89722"	"verrucarin-a,0.89594"
AP2A2	"5-iodotubercidin,0.99522"	"AT-7519,0.98965"	"dactinomycin,0.98919"	"JNJ-7706621,0.98517"	"staurosporine,0.98494"	"BRD-K26304855,0.98069"	"BRD-K83670234,0.98056"	"daunorubicin,0.9778"	"fludarabine,0.9767"	"dactinomycin,0.97657"	"idarubicin,0.97224"	"CGP-60474,0.97134"	"pidorubicine,0.96855"	"staurosporine,0.9659"	"alvocidib,0.96352"	"pirarubicin,0.96246"	"bisindolylmaleimide-ix,0.95657"	"AZD-7762,0.95448"	"PF-562271,0.95189"	"A-443644,0.94989"
AP2M1	"BRD-K32862555,0.97694"	"BRD-K80786583,0.97468"	"BRD-K35004659,0.97464"	"BRD-K61717269,0.9743"	"BRD-K73610817,0.97379"	"BRD-K81795824,0.97136"	"BRD-K72615639,0.9711"	"PAC-1,0.96831"	"BRD-K08307026,0.96597"	"VU-0410183-2,0.96553"	"BRD-A47816767,0.96522"	"VU-0418939-2,0.96389"	"BRD-K14788918,0.96126"	"WAY-170523,0.96108"	"BRD-A24021119,0.95974"	"perhexiline,0.959"	"BRD-A61825514,0.95764"	"TW-37,0.95696"	"BRD-K95138506,0.95375"	"BRD-K70161581,0.95086"
APBB2	"BRD-K32238524,0.89409"	"BRD-K96167523,0.8723"	"KU-C104493,0.86713"	"sirolimus,0.86147"	"BRD-K23149109,0.85656"	"BRD-K31856043,0.8533"	"BRD-K06217810,0.84736"	"BRD-K83213280,0.84522"	"16,16-dimethylprostaglandin-e2,0.84003"	"duloxetine,0.83249"	"AT1-SHH-29,0.83074"	"orantinib,0.83032"	"PD-158780,0.8227"	"BRD-K18163752,0.82178"	"KU-C104131,0.81725"	"elesclomol,0.81698"	"mocetinostat,0.81515"	"PT-630,0.81481"	"CI-976,0.81182"	"T-5345967,0.81092"
APC	"homoharringtonine,0.98826"	"MLN-2238,0.98188"	"ST-4029573,0.96993"	"amsacrine,0.96366"	"MLN-4924,0.9631"	"teniposide,0.96186"	"cercosporin,0.96182"	"BRD-K28916077,0.9612"	"etoposide,0.96113"	"MG-132,0.95581"	"puromycin,0.9552"	"cephaeline,0.95195"	"BRD-A43155244,0.95068"	"homoharringtonine,0.94998"	"quiflapon,0.94722"	"NSC-632839,0.94524"	"pyrvinium-pamoate,0.94494"	"AT-9283,0.94408"	"CD-437,0.94315"	"BRD-K94991378,0.94269"
APEX1	"BRD-K28366633,0.99252"	"BRD-U86222656,0.9735"	"BRD-K41925105,0.96692"	"BRD-K77547920,0.9666"	"verrucarin-a,0.96261"	"arachidonyl-trifluoro-methane,0.95919"	"BRD-K92317137,0.95682"	"NSC-632839,0.95656"	"BIIB021,0.95371"	"BRD-K99633092,0.95007"	"I-606061,0.94925"	"BRD-K18163752,0.94497"	"BRD-K39647256,0.94436"	"BRD-K08463963,0.94404"	"vinblastine,0.94279"	"BRD-K61001510,0.93954"	"BRD-K71935468,0.93634"	"thiostrepton,0.93375"	"MG-132,0.9326"	"QL-XII-47,0.93239"
APOA1	"fludarabine,0.97557"	"BRD-K01896723,0.97425"	"5-iodotubercidin,0.95545"	"chromomycin-a3,0.95527"	"triptolide,0.94907"	"JNJ-7706621,0.94859"	"BRD-K92158425,0.9477"	"staurosporine,0.94603"	"BRD-K26304855,0.94132"	"AT-7519,0.93983"	"WZ-3105,0.93584"	"pirarubicin,0.93507"	"bisindolylmaleimide-ix,0.93348"	"alvocidib,0.9328"	"daunorubicin,0.93263"	"JNK-9L,0.93238"	"tretinoin,0.93093"	"THM-I-94,0.92921"	"BRD-A93942655,0.92567"	"BRD-K83670234,0.92365"
APOA2	"staurosporine,0.97629"	"BRD-K61001510,0.96337"	"BRD-K70161581,0.96324"	"THZ-2-98-01,0.95626"	"daunorubicin,0.95475"	"BRD-K08307026,0.95235"	"LFM-A13,0.94631"	"WZ-3105,0.94549"	"verrucarin-a,0.93975"	"BRD-K82837433,0.93969"	"triptolide,0.93743"	"idarubicin,0.93451"	"inhibitor-BEC,0.92563"	"homoharringtonine,0.9253"	"cladribine,0.92465"	"alvocidib,0.92252"	"AMG-9810,0.92001"	"doxorubicin,0.91737"	"JNJ-7706621,0.91732"	"JNK-9L,0.91699"
APOA5	"BRD-K07877311,0.9902"	"doxorubicin,0.97103"	"staurosporine,0.95761"	"dactinomycin,0.94188"	"SN-38,0.94108"	"selumetinib,0.94025"	"fostamatinib,0.93962"	"inhibitor-BEC,0.93787"	"mevastatin,0.93566"	"CGP-60474,0.93438"	"KB-R7943,0.93219"	"brefeldin-a,0.93055"	"PD-0325901,0.92971"	"cytochalasin-b,0.9264"	"BRD-K68313733,0.92389"	"dasatinib,0.91903"	"BRD-K85853281,0.91762"	"PD-98059,0.9144"	"VX-702,0.91255"	"AZD-7762,0.91184"
APOB	"BO2-inhibits-RAD51,0.97796"	"MD-041,0.95504"	"cucurbitacin-i,0.95151"	"AG-957,0.95059"	"BRD-K81795824,0.9468"	"BRD-K28366633,0.93935"	"BRD-K77547920,0.93776"	"VU-0365118-1,0.93665"	"BRD-K55722623,0.93523"	"BNTX,0.93399"	"ST-056792,0.93304"	"BRD-A43155244,0.9303"	"cucurbitacin-i,0.93026"	"BRD-A58924247,0.92898"	"NSC-663284,0.9274"	"CT-200783,0.92661"	"thiostrepton,0.92413"	"BRD-K44366801,0.92291"	"ellipticine,0.92248"	"NVP-TAE684,0.92194"
APOBEC3H	"calpeptin,0.95983"	"MK-2206,0.95385"	"wiskostatin,0.94617"	"cytochalasin-b,0.94038"	"eriochrome-black-t,0.94028"	"LFM-A13,0.9374"	"H-89,0.92173"	"STO-609,0.9192"	"cyclopiazonic-acid,0.91449"	"torin-1,0.91272"	"rilmenidine,0.90565"	"AZD-7545,0.90079"	"BMS-641988,0.89876"	"pizotifen,0.89768"	"alda-1,0.89696"	"clomifene,0.89467"	"NCH-51,0.89451"	"BRD-K51556300,0.89407"	"RS-17053,0.89343"	"BRD-K72615639,0.89156"
APOC2	"BRD-A40431293,0.94692"	"KI-8751,0.94384"	"SA-3676,0.94344"	"cercosporin,0.93766"	"prostratin,0.93682"	"ellipticine,0.934"	"APHA-compound-8,0.92167"	"etacrynic-acid,0.91865"	"BRD-K23673040,0.91771"	"DG-041,0.91485"	"BRD-K55722623,0.91476"	"cucurbitacin-i,0.91302"	"lylamine,0.9117"	"CHEMBL-1222381,0.9112"	"MLN-4924,0.90683"	"CYT-997,0.9068"	"amsacrine,0.90666"	"cucurbitacin-i,0.90564"	"triciribine,0.90431"	"BRD-K00313977,0.90312"
APOC3	"BRD-K85051645,0.93554"	"RLM-2-12,0.92421"	"HA-1004,0.92085"	"NFKB-activation-inhibitor-II,0.91921"	"BRD-K58479490,0.91745"	"dobutamine,0.90939"	"STO-609,0.90406"	"BRD-K48803730,0.90047"	"sirolimus,0.89825"	"3,3'-diindolylmethane,0.89608"	"BRD-K15107389,0.89485"	"reversine,0.89394"	"ZM-323881,0.89134"	"lovastatin,0.88986"	"probucol,0.88854"	"THZ-2-98-01,0.88712"	"serdemetan,0.88355"	"KB-R7943,0.88285"	"BRD-K35920785,0.88179"	"BRD-K96167523,0.88168"
APOE	"phorbol-12-myristate-13-acetate,0.97275"	"KM-03949SC,0.96785"	"pyroxamide,0.94881"	"ivachtin,0.94687"	"VU-0410183-2,0.9463"	"MD-049,0.93902"	"cucurbitacin-i,0.93261"	"ZM-336372,0.93058"	"prostratin,0.92928"	"serdemetan,0.92918"	"BRD-K99502566,0.92344"	"rhodomyrtoxin-b,0.92209"	"KU-C104493,0.92032"	"cucurbitacin-i,0.91938"	"BRD-K81795824,0.91878"	"BRD-K08307026,0.91876"	"ingenol,0.91736"	"cyclosporin-a,0.91345"	"BRD-K38625260,0.91294"	"sorafenib,0.91262"
APOH	"bortezomib,0.98513"	"BRD-K44366801,0.98191"	"phorbol-12-myristate-13-acetate,0.97564"	"F-1566-0341,0.97555"	"BRD-A43155244,0.97185"	"MLN-2238,0.97178"	"I-606051,0.97083"	"PK-11195,0.96967"	"BRD-K19166598,0.96857"	"NSC-3852,0.96829"	"alvespimycin,0.96806"	"manumycin-a,0.96491"	"MG-132,0.96458"	"NSC-632839,0.95831"	"MD-II-008-P,0.95667"	"BRD-K77547920,0.95467"	"BRD-K92317137,0.9536"	"manumycin-a,0.95341"	"tyrphostin-A9,0.95332"	"BRD-K80786583,0.95323"
APOM	"glibenclamide,0.9598"	"brefeldin-a,0.95895"	"BRD-K42644990,0.95329"	"alda-1,0.93574"	"BRD-K61001510,0.93563"	"thiotepa,0.92941"	"duloxetine,0.91337"	"dephostatin,0.91157"	"inhibitor-BEC,0.90626"	"AC-55649,0.90512"	"BRD-K58347372,0.90171"	"BMS-641988,0.89876"	"BRD-K03122949,0.8921"	"prostaglandin-a1,0.89147"	"fenbendazole,0.88739"	"fluoropyruvate,0.88722"	"quipazine,0.87755"	"sirolimus,0.87639"	"STK-721917,0.87524"	"IKK-inhibitor-X,0.87445"
